Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Hadfield,1/32 Sutherland St,3.0,h,545000.0,S,Raine,12/11/2016,12.1,3046,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland City Council,-37.7073,144.9486,Northern Metropolitan,2606
Richmond,308 Lennox St,2.0,h,1220000.0,S,Biggin,10/12/2016,2.6,3121,2.0,1.0,1.0,166.0,88.0,1900.0,Yarra City Council,-37.8245,144.9933,Northern Metropolitan,14949
Coburg,4/44 Victoria St,2.0,u,653000.0,SP,Peter,10/9/2016,7.8,3058,2.0,1.0,1.0,129.0,107.0,2012.0,Darebin City Council,-37.7422,144.9606,Northern Metropolitan,11204
Thornbury,50 Leinster Gr,4.0,h,1400000.0,SP,Nelson,17/02/2018,7.0,3071,4.0,3.0,2.0,309.0,164.0,2017.0,Darebin City Council,-37.76021,144.98781,Northern Metropolitan,8870
Keilor East,23 Chappell Pl,4.0,h,830000.0,S,Moonee,22/08/2016,12.8,3033,4.0,2.0,2.0,686.0,198.0,1995.0,Brimbank City Council,-37.7394,144.8628,Western Metropolitan,5629
Fawkner,53 Queens Pde,3.0,h,783000.0,S,hockingstuart,10/12/2016,12.4,3060,3.0,2.0,1.0,603.0,115.0,1940.0,Hume City Council,-37.7194,144.9678,Northern Metropolitan,5070
Northcote,8 Swift St,3.0,h,1875000.0,S,McGrath,22/07/2017,5.3,3070,3.0,1.0,2.0,771.0,,1950.0,Darebin City Council,-37.76631,145.01699,Northern Metropolitan,11364
Brighton,11 Collington Av,5.0,h,,S,Buxton,24/02/2018,10.5,3186,5.0,3.0,2.0,733.0,303.0,1995.0,Bayside City Council,-37.91872,145.0021,Southern Metropolitan,10579
Williamstown,46 Pasco St,4.0,h,1400000.0,S,Gunn&Co,3/9/2016,8.0,3016,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay City Council,-37.8613,144.8988,Western Metropolitan,6380
Williamstown North,2/60 Kororoit Creek Rd,3.0,t,720000.0,SP,Jas,13/05/2017,8.9,3016,3.0,2.0,2.0,146.0,141.0,2001.0,Hobsons Bay City Council,-37.857,144.8846,Western Metropolitan,802
Richmond,33a River St,4.0,h,1375000.0,S,hockingstuart,6/8/2016,2.6,3121,4.0,2.0,2.0,58.0,158.0,2007.0,Yarra City Council,-37.817,145.0135,Northern Metropolitan,14949
Truganina,21 Montezuma Av,4.0,h,667000.0,S,hockingstuart,7/10/2017,18.4,3029,4.0,2.0,2.0,601.0,226.0,2013.0,Melton City Council,-37.83909,144.70557,Western Metropolitan,5811
Craigieburn,70 Penhall Dr,3.0,h,510000.0,S,Ray,22/07/2017,20.6,3064,3.0,2.0,2.0,350.0,161.0,2014.0,Hume City Council,-37.56883,144.90887,Northern Metropolitan,15510
West Footscray,27 Busch St,4.0,h,990000.0,S,RW,19/08/2017,6.4,3012,4.0,2.0,2.0,501.0,129.0,1960.0,Maribyrnong City Council,-37.79591,144.87595,Western Metropolitan,5058
Notting Hill,1/3 Saniky St,3.0,u,840000.0,S,Barry,17/06/2017,16.7,3168,3.0,1.0,1.0,390.0,118.0,1970.0,Monash City Council,-37.90354,145.14394,Southern Metropolitan,902
Jacana,10 Bliburg St,3.0,h,615000.0,S,RW,17/03/2018,14.0,3047,3.0,1.0,1.0,757.0,115.0,1975.0,Hume City Council,-37.6899,144.91092,Northern Metropolitan,851
Hawthorn East,34 Roseberry St,3.0,h,1650000.0,VB,Fletchers,24/02/2018,6.2,3123,3.0,2.0,1.0,238.0,178.0,2000.0,Boroondara City Council,-37.82671,145.04786000000001,Southern Metropolitan,6482
Hoppers Crossing,133 Mossfiel Dr,3.0,u,441000.0,S,hockingstuart,25/11/2017,18.4,3029,3.0,1.0,1.0,294.0,112.0,1990.0,Wyndham City Council,-37.8666,144.6904,Western Metropolitan,13830
West Footscray,2/30 Fontein St,2.0,u,545000.0,SP,Biggin,18/03/2017,8.2,3012,2.0,1.0,1.0,154.0,2.0,2005.0,Maribyrnong City Council,-37.8004,144.8647,Western Metropolitan,5058
Brunswick,3 Austral Av,4.0,h,1500000.0,VB,Nelson,3/3/2018,5.2,3056,4.0,2.0,1.0,373.0,0.0,1940.0,Moreland City Council,-37.762890000000006,144.95552,Northern Metropolitan,11918
Coburg,4/34 Gladstone St,2.0,u,650000.0,S,Barry,29/04/2017,7.8,3058,2.0,1.0,1.0,136.0,81.0,1975.0,Darebin City Council,-37.7449,144.9754,Northern Metropolitan,11204
Camberwell,2 Hazel St,5.0,h,2125000.0,PI,Marshall,28/05/2016,7.8,3124,4.0,3.0,2.0,603.0,282.0,1980.0,Boroondara City Council,-37.8437,145.069,Southern Metropolitan,8920
Hampton,107 Willis St,5.0,h,2980000.0,S,hockingstuart,19/11/2016,13.7,3188,5.0,3.0,2.0,694.0,323.0,2011.0,Bayside City Council,-37.9372,145.0101,Southern Metropolitan,5454
Cheltenham,10 Jack Rd,4.0,h,1200000.0,PI,Barry,12/8/2017,17.9,3192,4.0,2.0,4.0,679.0,190.0,1960.0,Bayside City Council,-37.96098,145.04275,Southern Metropolitan,9758
Keilor East,16 Roberts St,4.0,h,900000.0,S,Nelson,3/12/2016,12.8,3033,4.0,2.0,1.0,289.0,125.0,2011.0,Brimbank City Council,-37.7506,144.8689,Western Metropolitan,5629
Lalor,4 Casey Dr,3.0,h,521000.0,S,Ray,3/6/2017,16.3,3075,3.0,1.0,2.0,589.0,100.0,1975.0,Whittlesea City Council,-37.670559999999995,145.03698,Northern Metropolitan,8279
Hadfield,24 South St,3.0,t,750000.0,S,Stockdale,12/6/2016,12.1,3046,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland City Council,-37.715,144.9475,Northern Metropolitan,2606
Keilor East,3 Pennington St,3.0,h,941000.0,S,Harcourts,13/05/2017,12.8,3033,3.0,1.0,1.0,703.0,111.0,1965.0,Brimbank City Council,-37.746,144.8651,Western Metropolitan,5629
Mickleham,75 Callaway Dr,4.0,h,1225000.0,SP,RE,9/12/2017,20.6,3064,4.0,3.0,8.0,10590.0,300.0,2005.0,Hume City Council,-37.551390000000005,144.89404,Northern Metropolitan,1158
Clifton Hill,15/14 The Esplanade,2.0,u,641000.0,S,Jellis,8/4/2017,3.4,3068,2.0,1.0,1.0,72.0,90.0,1980.0,Yarra City Council,-37.7881,145.0058,Northern Metropolitan,2954
Preston,39 Malpas St,3.0,h,1100000.0,S,Nelson,29/04/2017,8.8,3072,3.0,2.0,4.0,637.0,124.0,1950.0,Darebin City Council,-37.7344,145.0208,Northern Metropolitan,14577
Bonbeach,37 Mernda Av,3.0,h,965000.0,SP,hockingstuart,23/09/2017,27.0,3196,3.0,2.0,2.0,572.0,127.0,1950.0,Kingston City Council,-38.068659999999994,145.12677,South-Eastern Metropolitan,2887
Richmond,308/633 Church St,3.0,u,790000.0,SP,Biggin,8/4/2017,2.6,3121,3.0,1.0,1.0,0.0,90.0,1999.0,Yarra City Council,-37.833,144.997,Northern Metropolitan,14949
Richmond,76 Buckingham St,3.0,h,2210000.0,S,hockingstuart,17/03/2018,2.4,3121,3.0,3.0,2.0,285.0,218.0,1930.0,Yarra City Council,-37.81415,145.00381000000002,Northern Metropolitan,14949
Doncaster,34 Council St,4.0,h,1480000.0,S,Philip,8/4/2017,13.9,3108,4.0,2.0,2.0,656.0,,1965.0,Manningham City Council,-37.7833,145.1302,Eastern Metropolitan,9028
Balwyn,2 Kinsale Cr,5.0,h,2800000.0,PI,hockingstuart,3/3/2018,7.9,3103,5.0,2.0,2.0,1105.0,302.0,1935.0,Boroondara City Council,-37.8092,145.10298999999998,Southern Metropolitan,5682
Gladstone Park,37 Samara Gr,3.0,h,619500.0,SP,Raine,10/3/2018,12.9,3043,3.0,2.0,2.0,552.0,114.0,1970.0,Hume City Council,-37.69758,144.88911000000002,Western Metropolitan,3285
Cairnlea,12 Sunnybrae Cct,4.0,h,734000.0,S,Barry,17/03/2018,14.8,3023,4.0,2.0,2.0,571.0,185.0,2004.0,Brimbank City Council,-37.76437,144.79516999999998,Western Metropolitan,2674
Armadale,6/51 Armadale St,2.0,u,704000.0,SP,Greg,19/11/2016,6.3,3143,2.0,1.0,1.0,0.0,74.0,1969.0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan,4836
Flemington,5/60 Farnham St,1.0,u,345000.0,SP,Nelson,18/06/2016,4.4,3031,1.0,1.0,1.0,0.0,46.0,1970.0,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593
Gisborne,3 Sansom St,4.0,h,521000.0,SP,Raine,1/7/2017,45.9,3437,4.0,2.0,2.0,978.0,144.0,1980.0,Macedon Ranges Shire Council,-37.49642,144.60119,Northern Victoria,3376
Maribyrnong,44 Blair St,2.0,t,410000.0,S,Biggin,10/9/2016,8.7,3032,2.0,1.0,2.0,53.0,71.0,2000.0,Maribyrnong City Council,-37.7736,144.8798,Western Metropolitan,4918
Collingwood,4/67 Easey St,2.0,u,535000.0,S,Nelson,6/5/2017,1.6,3066,2.0,1.0,1.0,0.0,63.0,1970.0,Yarra City Council,-37.7981,144.9883,Northern Metropolitan,4553
Sunshine North,119 Warwick Rd,2.0,h,560000.0,S,Barry,7/5/2016,13.3,3020,2.0,1.0,1.0,615.0,106.0,1970.0,Brimbank City Council,-37.7683,144.8316,Western Metropolitan,4217
Caroline Springs,4 Wavertree Av,3.0,h,580000.0,PI,YPA,17/02/2018,14.8,3023,3.0,2.0,2.0,528.0,185.0,2000.0,Melton City Council,-37.739979999999996,144.72995,Western Metropolitan,7719
Roxburgh Park,18 Colchester Cct,3.0,h,580500.0,S,YPA,9/9/2017,20.6,3064,3.0,2.0,2.0,568.0,147.0,2003.0,Hume City Council,-37.61562,144.92606,Northern Metropolitan,5833
Elwood,105 Mitford St,3.0,h,1800000.0,VB,Gary,24/06/2017,7.2,3184,3.0,2.0,2.0,188.0,185.0,2010.0,Port Phillip City Council,-37.87818,144.98532,Southern Metropolitan,8989
Hawthorn,2 Fordholm Rd,5.0,h,4250000.0,PI,Marshall,17/09/2016,4.6,3122,5.0,4.0,3.0,1275.0,435.0,1930.0,Boroondara City Council,-37.8291,145.0308,Southern Metropolitan,11308
Bentleigh East,2A Barrani St,4.0,t,1325000.0,S,Buxton,25/02/2017,13.9,3165,4.0,4.0,,363.0,265.0,2012.0,Glen Eira City Council,-37.9116,145.0686,Southern Metropolitan,10969
Bentleigh,16 Huntley Rd,4.0,h,1540000.0,VB,Thomson,28/10/2017,11.4,3204,4.0,2.0,2.0,,195.0,1995.0,Glen Eira City Council,-37.9128,145.02573999999998,Southern Metropolitan,6795
Camberwell,2 Weafgreen Ct,5.0,h,2650000.0,VB,hockingstuart,24/02/2018,7.7,3124,5.0,3.0,6.0,677.0,242.0,1950.0,Boroondara City Council,-37.8371,145.09231,Southern Metropolitan,8920
Donvale,30 Leslie St,5.0,h,1328000.0,S,Jellis,12/8/2017,16.1,3111,5.0,3.0,3.0,785.0,252.0,1980.0,Manningham City Council,-37.78148,145.17818,Eastern Metropolitan,4790
South Melbourne,18a Iffla St,4.0,h,1615000.0,S,Marshall,22/05/2016,2.1,3205,4.0,3.0,2.0,577.0,220.0,2009.0,Port Phillip City Council,-37.8357,144.9502,Southern Metropolitan,5943
Surrey Hills,4 Norris St,4.0,h,2860000.0,S,Marshall,7/11/2016,11.2,3127,4.0,2.0,2.0,779.0,264.0,2014.0,Boroondara City Council,-37.8185,145.0878,Southern Metropolitan,5457
West Melbourne,128/33 Jeffcott St,3.0,u,742000.0,S,LITTLE,23/09/2017,3.1,3003,3.0,2.0,1.0,,115.0,1996.0,Melbourne City Council,-37.8118,144.95259,Northern Metropolitan,2230
Briar Hill,1/3 Campbell Rd,2.0,u,637000.0,S,Morrison,3/6/2017,16.1,3088,2.0,1.0,1.0,318.0,104.0,1980.0,Banyule City Council,-37.70688,145.11791000000002,Eastern Metropolitan,1390
West Footscray,140 Essex St,2.0,h,912500.0,S,Village,3/12/2016,8.2,3012,2.0,1.0,1.0,444.0,98.0,1940.0,Maribyrnong City Council,-37.7933,144.876,Western Metropolitan,5058
South Kingsville,1/72 Paxton St,2.0,u,506000.0,S,Sweeney,27/06/2016,9.1,3015,2.0,1.0,1.0,126.0,83.0,1975.0,Hobsons Bay City Council,-37.8315,144.8693,Western Metropolitan,984
Heidelberg,57 Quinn St,4.0,h,1230000.0,S,Nelson,17/06/2017,8.9,3084,4.0,1.0,2.0,630.0,237.0,1950.0,Banyule City Council,-37.74863,145.07202,Eastern Metropolitan,2890
Templestowe Lower,15 Killarney Rd,3.0,h,1002000.0,S,Barry,24/09/2016,13.8,3107,3.0,1.0,2.0,799.0,174.0,1960.0,Manningham City Council,-37.7698,145.1028,Eastern Metropolitan,5420
Richmond,8 Survey St,4.0,h,1591000.0,S,Collins,17/09/2016,2.6,3121,4.0,2.0,1.0,263.0,145.0,1900.0,Yarra City Council,-37.8261,145.0127,Northern Metropolitan,14949
Ascot Vale,12 Mirams St,3.0,h,1750000.0,PI,Rendina,18/11/2017,4.3,3032,3.0,2.0,1.0,446.0,185.0,1890.0,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan,6567
Hillside,10 View Ct,4.0,h,737500.0,S,Brad,27/05/2017,18.0,3037,4.0,2.0,2.0,704.0,230.0,2004.0,Brimbank City Council,-37.68175,144.74087,Western Metropolitan,5556
Essendon,38C Fletcher St,3.0,h,1210000.0,S,Nelson,17/03/2018,7.5,3040,3.0,2.0,2.0,207.0,181.0,2000.0,Moonee Valley City Council,-37.754509999999996,144.92179,Western Metropolitan,9264
Mulgrave,35 Bevis St,3.0,h,9000000.0,PI,Hall,29/07/2017,18.8,3170,3.0,1.0,1.0,744.0,117.0,1960.0,Monash City Council,-37.93168,145.16126,South-Eastern Metropolitan,7113
Yarraville,47 Bayview Rd,5.0,h,1815000.0,S,Village,8/10/2016,7.0,3013,5.0,2.0,2.0,644.0,172.0,1890.0,Maribyrnong City Council,-37.8102,144.8857,Western Metropolitan,6543
Cheltenham,4 Courtney St,5.0,h,1495000.0,S,Hodges,18/11/2017,17.9,3192,5.0,2.0,3.0,557.0,166.0,1950.0,Bayside City Council,-37.9695,145.0593,Southern Metropolitan,9758
Brighton,119 North Rd,4.0,h,3050000.0,SP,Buxton,25/02/2017,11.2,3186,4.0,4.0,2.0,578.0,319.0,1995.0,Bayside City Council,-37.8989,145.0008,Southern Metropolitan,10579
Ivanhoe,13 Jellicoe St,3.0,h,1275000.0,VB,Nelson,22/05/2016,7.9,3079,3.0,2.0,2.0,834.0,169.0,1950.0,Banyule City Council,-37.7587,145.0426,Eastern Metropolitan,5549
Mill Park,28 Strickland Av,5.0,h,730000.0,S,Ray,9/12/2017,17.9,3082,5.0,2.0,2.0,541.0,150.0,1985.0,Whittlesea City Council,-37.664609999999996,145.05494,Northern Metropolitan,10529
Hampton,13 Mills St,2.0,t,1285000.0,S,Hodges,24/06/2017,13.8,3188,2.0,1.0,1.0,348.0,100.0,1992.0,Bayside City Council,-37.93557,145.00463,Southern Metropolitan,5454
Abbotsford,16 Federation La,3.0,h,955000.0,S,Biggin,17/02/2018,3.0,3067,3.0,2.0,2.0,86.0,122.0,2004.0,Yarra City Council,-37.796859999999995,144.99621000000002,Northern Metropolitan,4019
Burnley,148 Stawell St,2.0,h,1202500.0,S,Jellis,24/09/2016,3.5,3121,2.0,1.0,1.0,149.0,77.0,1900.0,Yarra City Council,-37.8287,145.0089,Northern Metropolitan,438
Bentleigh East,20 Clements St,4.0,h,1600000.0,VB,Jellis,28/10/2017,13.8,3165,4.0,1.0,4.0,700.0,200.0,1960.0,Glen Eira City Council,-37.90967,145.05948,Southern Metropolitan,10969
Bulleen,206 Manningham Rd,4.0,h,1225000.0,S,Ray,7/5/2016,11.8,3105,4.0,2.0,2.0,723.0,159.0,1970.0,Manningham City Council,-37.7724,145.1033,Eastern Metropolitan,4480
Bentleigh East,8 Marlborough St,3.0,h,1320000.0,S,Buxton,28/08/2016,13.9,3165,3.0,1.0,1.0,593.0,94.0,1950.0,Glen Eira City Council,-37.9178,145.067,Southern Metropolitan,10969
Moorabbin,1 Otford Cl,3.0,h,975000.0,S,Woodards,17/09/2016,14.6,3189,2.0,1.0,2.0,576.0,121.0,1940.0,Kingston City Council,-37.9363,145.0495,Southern Metropolitan,2555
Gisborne,47 Goode St,4.0,h,940000.0,SP,RT,3/3/2018,45.9,3437,4.0,3.0,2.0,1011.0,231.0,2017.0,Macedon Ranges Shire Council,-37.49024,144.58636,Northern Victoria,3376
Craigieburn,27 Metropolitan Av,4.0,h,530000.0,S,Barry,7/10/2017,20.6,3064,4.0,2.0,2.0,645.0,140.0,1980.0,Hume City Council,-37.58961,144.92845,Northern Metropolitan,15510
Fawkner,5 Kiddle St,4.0,h,850000.0,S,Ray,28/10/2017,13.1,3060,4.0,3.0,3.0,367.0,217.0,2012.0,Hume City Council,-37.71734,144.97057,Northern Metropolitan,5070
Lalor,2 Orchid Ct,5.0,h,591000.0,S,HAR,18/11/2017,16.3,3075,5.0,1.0,2.0,636.0,0.0,1980.0,Whittlesea City Council,-37.6701,145.005,Northern Metropolitan,8279
Reservoir,3/41 Fordham Rd,2.0,t,495000.0,S,Nelson,12/11/2016,11.2,3073,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin City Council,-37.7139,145.0198,Northern Metropolitan,21650
Eltham,36 John St,3.0,h,1560000.0,S,Fletchers,7/10/2017,18.0,3095,5.0,2.0,2.0,1463.0,265.0,1999.0,Banyule City Council,-37.72047,145.14963999999998,Eastern Metropolitan,6990
Mitcham,8 Haslemere Rd,4.0,h,,SN,Noel,16/09/2017,17.2,3132,4.0,2.0,2.0,1175.0,245.0,2008.0,Whitehorse City Council,-37.82546,145.19189,Eastern Metropolitan,6871
Williams Landing,22 Bushlark Cr,3.0,h,555000.0,SP,hockingstuart,16/09/2017,17.6,3027,3.0,2.0,2.0,265.0,25.0,2014.0,Wyndham City Council,-37.85504,144.73516,Western Metropolitan,1999
Seddon,22 Alfred St,3.0,h,1080000.0,VB,Village,18/03/2017,6.6,3011,3.0,1.0,0.0,234.0,111.0,1900.0,Maribyrnong City Council,-37.8051,144.8858,Western Metropolitan,2417
Keilor East,54 David Av,3.0,h,920000.0,SP,Nelson,15/07/2017,11.7,3033,3.0,2.0,1.0,313.0,140.0,1960.0,Brimbank City Council,-37.74214,144.86965,Western Metropolitan,5629
Werribee,17 Timbarra Dr,4.0,h,665000.0,S,hockingstuart,22/07/2017,14.7,3030,4.0,2.0,2.0,520.0,201.0,2014.0,Wyndham City Council,-37.91859,144.64143,Western Metropolitan,16166
Ivanhoe East,44 Keam St,4.0,h,1660000.0,S,Fletchers,8/10/2016,9.0,3079,4.0,2.0,2.0,830.0,315.0,1950.0,Banyule City Council,-37.7679,145.0673,Eastern Metropolitan,1554
North Melbourne,2 Haines St,4.0,h,,S,Jellis,10/9/2016,2.3,3051,3.0,2.0,2.0,156.0,150.0,1880.0,Melbourne City Council,-37.7987,144.9499,Northern Metropolitan,6821
Coburg,7/13 Clarendon St,2.0,u,466000.0,S,Nelson,8/10/2016,7.8,3058,2.0,1.0,1.0,0.0,62.0,1980.0,Darebin City Council,-37.7527,144.9522,Northern Metropolitan,11204
Hampton East,80 Wickham Rd,3.0,h,1347000.0,SP,Buxton,9/12/2017,13.8,3188,3.0,1.0,2.0,593.0,140.0,1950.0,Bayside City Council,-37.94406,145.03218999999999,Southern Metropolitan,2356
South Yarra,7 MacFarlan La,3.0,h,1750000.0,S,Jellis,21/10/2017,2.7,3141,3.0,2.0,2.0,153.0,162.0,1996.0,Melbourne City Council,-37.83998,144.98877,Southern Metropolitan,14887
Hawthorn,188e Riversdale Rd,1.0,u,492000.0,S,Jellis,4/3/2017,4.6,3122,1.0,1.0,1.0,0.0,63.0,1995.0,Boroondara City Council,-37.8299,145.0422,Southern Metropolitan,11308
Toorak,684 Orrong Rd,4.0,h,5500000.0,S,Marshall,4/3/2017,4.6,3142,4.0,4.0,5.0,877.0,332.0,1923.0,Stonnington City Council,-37.8447,145.0134,Southern Metropolitan,7217
Avondale Heights,97 Military Rd,3.0,h,627500.0,SP,Moonee,8/10/2016,10.5,3034,,1.0,1.0,550.0,143.0,1970.0,Moonee Valley City Council,-37.7632,144.8622,Western Metropolitan,4502
Pascoe Vale,115 Derby St,4.0,h,800000.0,S,Nelson,8/4/2017,9.9,3044,4.0,1.0,1.0,593.0,131.0,1970.0,Moreland City Council,-37.7278,144.9463,Northern Metropolitan,7485
Werribee,18 Conquest Dr,4.0,h,645000.0,PI,hockingstuart,29/07/2017,14.7,3030,4.0,2.0,2.0,555.0,237.0,2002.0,Wyndham City Council,-37.89359,144.66911000000002,Western Metropolitan,16166
Sunshine,397 Ballarat Rd,4.0,h,,SN,Barry,17/06/2017,10.5,3020,4.0,2.0,2.0,158.0,223.0,2008.0,Brimbank City Council,-37.77901,144.84426000000002,Western Metropolitan,3755
Ashwood,17 Parkhill Dr,4.0,h,1240000.0,S,Tim,19/11/2016,12.2,3147,4.0,2.0,2.0,766.0,192.0,1950.0,Monash City Council,-37.8629,145.1097,Southern Metropolitan,2894
Yarraville,9 Hawkhurst St,3.0,h,1190000.0,SP,Jas,16/09/2017,6.3,3013,3.0,1.0,2.0,515.0,89.0,1955.0,Maribyrnong City Council,-37.82067,144.87725,Western Metropolitan,6543
Moonee Ponds,25 Wilson St,4.0,h,1505000.0,S,Frank,25/02/2017,6.9,3039,4.0,2.0,2.0,441.0,164.0,1910.0,Moonee Valley City Council,-37.7627,144.9278,Western Metropolitan,6232
Wollert,15 Althorp St,3.0,h,600000.0,SP,hockingstuart,17/03/2018,25.5,3750,3.0,2.0,2.0,360.0,149.0,2017.0,Whittlesea City Council,-37.6136,144.99863,Northern Metropolitan,2940
Sunshine North,9 McLeod St,3.0,h,632000.0,S,Douglas,27/05/2017,10.5,3020,3.0,1.0,1.0,471.0,121.0,1950.0,Brimbank City Council,-37.76951,144.83309,Western Metropolitan,4217
South Yarra,4C Surrey Rd,3.0,t,1560000.0,S,Jellis,11/11/2017,2.7,3141,3.0,2.0,2.0,141.0,140.0,1995.0,Melbourne City Council,-37.8467,144.9983,Southern Metropolitan,14887
Port Melbourne,413/54 Nott St,2.0,u,516000.0,SP,Cayzer,12/11/2016,3.8,3207,2.0,1.0,1.0,0.0,70.0,2004.0,Melbourne City Council,-37.8407,144.9389,Southern Metropolitan,8648
Bentleigh,48 Tucker Rd,3.0,h,1045000.0,SP,hockingstuart,1/7/2017,11.4,3204,3.0,1.0,1.0,401.0,114.0,1970.0,Glen Eira City Council,-37.929990000000004,145.04932,Southern Metropolitan,6795
Heidelberg Heights,1/62 Southern Rd,3.0,t,620000.0,VB,Miles,10/12/2016,10.5,3081,3.0,2.0,2.0,215.0,118.0,2005.0,Banyule City Council,-37.7424,145.0519,Eastern Metropolitan,2947
Moonee Ponds,61 Athol St,3.0,h,1400000.0,SP,Brad,16/04/2016,6.9,3039,3.0,2.0,2.0,394.0,160.0,1890.0,Moonee Valley City Council,-37.7699,144.9149,Western Metropolitan,6232
Abbotsford,25 Bloomburg St,2.0,h,1035000.0,S,Biggin,4/2/2016,2.5,3067,2.0,1.0,0.0,156.0,79.0,1900.0,Yarra City Council,-37.8079,144.9934,Northern Metropolitan,4019
Brighton,2/26 Pearson St,2.0,u,536000.0,SP,Hodges,3/12/2016,11.2,3186,2.0,1.0,2.0,0.0,70.0,1970.0,Bayside City Council,-37.9081,145.0043,Southern Metropolitan,10579
Northcote,11/94 Union St,2.0,u,583000.0,SP,Nelson,6/8/2016,5.5,3070,2.0,2.0,1.0,0.0,69.0,2011.0,Darebin City Council,-37.7793,144.9972,Northern Metropolitan,11364
Coburg,126 Barrow St,2.0,h,900000.0,VB,Jellis,1/7/2017,6.7,3058,2.0,1.0,1.0,350.0,100.0,1920.0,Darebin City Council,-37.74483,144.97269,Northern Metropolitan,11204
Burwood,8/33 McIntyre St,3.0,u,746000.0,S,Buxton,17/09/2016,11.7,3125,3.0,1.0,2.0,308.0,92.0,1995.0,Monash City Council,-37.8505,145.1065,Southern Metropolitan,5678
East Melbourne,502/1 Powlett St,2.0,u,1300000.0,SP,Caine,12/8/2017,1.3,3002,2.0,2.0,1.0,997.0,92.0,2001.0,Melbourne City Council,-37.8161,144.98494,Northern Metropolitan,3040
Yarraville,7/13 Stephen St,2.0,u,501344.0,SP,Sweeney,13/08/2016,7.0,3013,2.0,1.0,1.0,0.0,72.0,1950.0,Maribyrnong City Council,-37.8106,144.8957,Western Metropolitan,6543
Murrumbeena,8/25 Omama Rd,1.0,u,295000.0,PI,Thomson,29/07/2017,10.1,3163,1.0,1.0,1.0,0.0,45.0,1970.0,Glen Eira City Council,-37.89022,145.07333,Southern Metropolitan,4442
Moonee Ponds,25 George St,4.0,h,955000.0,S,Woodards,29/04/2017,6.9,3039,4.0,2.0,3.0,431.0,246.0,1910.0,Moonee Valley City Council,-37.7615,144.9094,Western Metropolitan,6232
Bentleigh,43 Godfrey St,5.0,h,1900000.0,S,Woodards,25/02/2017,13.0,3204,5.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira City Council,-37.9144,145.0401,Southern Metropolitan,6795
Gowanbrae,82 Gowanbrae Dr,4.0,h,945000.0,S,Nelson,17/06/2017,12.9,3043,4.0,2.0,4.0,474.0,210.0,2000.0,Moreland City Council,-37.70626,144.89551,Western Metropolitan,1071
Watsonia North,54 Sellars St,3.0,h,650000.0,PI,Darren,24/02/2018,14.5,3087,3.0,1.0,4.0,585.0,129.0,1970.0,Banyule City Council,-37.698840000000004,145.09028,Northern Metropolitan,1442
Bentleigh,52a Tucker Rd,2.0,u,725000.0,S,Buxton,29/04/2017,13.0,3204,2.0,1.0,1.0,0.0,115.0,2006.0,Glen Eira City Council,-37.9296,145.0498,Southern Metropolitan,6795
Fawkner,42 Hedley St,3.0,h,1000000.0,PI,Ray,20/05/2017,12.4,3060,3.0,1.0,2.0,1069.0,120.0,1960.0,Hume City Council,-37.6931,144.9596,Northern Metropolitan,5070
Sunshine North,35 Furlong Rd,3.0,h,591000.0,S,First,22/05/2016,13.3,3020,3.0,1.0,2.0,673.0,673.0,1970.0,Brimbank City Council,-37.7623,144.8272,Western Metropolitan,4217
Toorak,11 Church St,3.0,t,2700000.0,VB,Kay,12/6/2016,4.6,3142,3.0,2.0,2.0,294.0,220.0,2010.0,Stonnington City Council,-37.8503,145.0292,Southern Metropolitan,7217
Dingley Village,11 Kimber Ct,4.0,h,1100000.0,S,Buxton,17/06/2017,22.2,3172,4.0,2.0,2.0,840.0,237.0,1980.0,Kingston City Council,-37.97824,145.12949,South-Eastern Metropolitan,3940
Fitzroy,10/5 St David St,3.0,u,850000.0,VB,Nelson,22/05/2016,1.6,3065,3.0,2.0,1.0,2782.0,115.0,2000.0,Yarra City Council,-37.8005,144.9787,Northern Metropolitan,5825
Hawthorn,17 Fairview St,5.0,h,5510000.0,S,RT,3/6/2017,5.3,3122,5.0,2.0,5.0,820.0,300.0,1971.0,Boroondara City Council,-37.83031,145.02973,Southern Metropolitan,11308
Northcote,99 Kellett St,3.0,h,1235000.0,S,Ray,29/04/2017,5.5,3070,3.0,1.0,1.0,534.0,127.0,1960.0,Darebin City Council,-37.7677,145.0142,Northern Metropolitan,11364
Pascoe Vale,21 Stennis St,3.0,h,1199000.0,S,Nelson,17/06/2017,8.5,3044,3.0,2.0,4.0,689.0,165.5,1950.0,Moreland City Council,-37.73072,144.94829,Northern Metropolitan,7485
